word,count
report,358
free,227
inc,185
nasdaq,183
shar,155
have,153
advisor,142
llc,123
nyse,107
get,101
capital,98
rat,97
research,94
quart,92
company,89
accord,76
holding,73
buy,68
trump,67
recent,65
friday,64
dur,63
post,59
position,58
stock,57
analyst,57
street,51
procyon,50
price,48
wall,47
