date,open,high,low,close,volume,adj_close
2025-04-29,62.720001,64.080002,62.330002,63.279999,1226000,63.279999
2025-04-30,63.380001,64.0,62.799999,63.689999,1296500,63.689999
2025-05-01,63.200001,63.619999,62.200001,62.709999,1568200,62.709999
2025-05-02,64.260002,65.400002,60.919998,62.029999,2235200,62.029999
2025-05-05,61.830002,62.830002,61.560001,62.060001,1214400,62.060001
2025-05-06,61.950001,62.060001,59.41,59.639999,1537000,59.639999
2025-05-07,59.959999,60.16,58.849998,59.32,1295200,59.32
2025-05-08,58.810001,61.259998,58.740002,59.82,1466000,59.82
2025-05-09,59.82,60.66,58.810001,58.860001,1022700,58.860001
2025-05-12,60.060001,62.299999,59.599998,61.369999,1689700,61.369999
2025-05-13,61.23,61.299999,59.389999,59.779999,1670800,59.779999
2025-05-14,59.759998,60.029999,58.52,58.700001,1871400,58.700001
2025-05-15,58.700001,58.939999,57.599998,58.27,3288200,58.27
2025-05-16,59.130001,59.73,57.82,59.27,3493100,59.27
2025-05-19,59.279999,60.0,58.580002,59.41,2007300,59.41
2025-05-20,59.310001,60.48,58.84,59.93,2964200,59.93
2025-05-21,59.509998,59.509998,58.150002,58.48,2285200,58.48
2025-05-22,58.209999,58.400002,57.73,58.009998,2436900,58.009998
2025-05-23,57.41,57.84,57.27,57.549999,1732300,57.549999
2025-05-27,58.240002,58.610001,57.619999,58.110001,3657400,58.110001
2025-05-28,58.259998,59.119999,57.779999,58.09,2100000,58.09
2025-05-29,58.48,58.75,57.810001,58.549999,3982500,58.549999
2025-05-30,58.48,58.48,57.110001,58.07,2312300,58.07
2025-06-02,58.0,58.59,56.900002,57.049999,1912200,57.049999
2025-06-03,56.869999,57.810001,56.080002,56.790001,2509300,56.790001
2025-06-04,56.919998,57.57,56.060001,56.110001,2035800,56.110001
2025-06-05,56.080002,56.349998,55.150002,55.27,2539700,55.27
2025-06-06,55.639999,57.810001,55.639999,56.650002,2125000,56.650002
2025-06-09,56.91,57.459999,56.200001,56.880001,3315800,56.880001
2025-06-10,57.099998,58.169998,56.529999,57.48,1709500,57.48
2025-06-11,57.48,57.990002,57.02,57.16,1849100,57.16
2025-06-12,57.18,57.650002,56.84,57.279999,1428300,57.279999
2025-06-13,56.41,57.360001,56.040001,56.220001,1623400,56.220001
2025-06-16,56.200001,56.509998,55.450001,56.240002,1574700,56.240002
2025-06-17,56.049999,56.279999,54.889999,55.0,2205800,55.0
2025-06-18,55.23,55.77,54.459999,55.240002,2310200,55.240002
2025-06-20,55.639999,56.25,54.790001,55.0,4712400,55.0
2025-06-23,55.080002,56.0,53.720001,54.080002,2309700,54.080002
2025-06-24,54.5,54.860001,53.720001,54.689999,2307100,54.689999
2025-06-25,54.419998,54.610001,53.98,54.139999,1129400,54.139999
2025-06-26,54.459999,54.549999,53.759998,54.099998,1464700,54.099998
2025-06-27,54.23,55.200001,53.990002,55.169998,3333000,55.169998
2025-06-30,55.400002,55.959999,54.400002,54.970001,1555100,54.970001
2025-07-01,54.639999,56.66,54.630001,56.189999,2841000,56.189999
2025-07-02,56.189999,57.610001,56.189999,57.169998,2986600,57.169998
2025-07-03,57.459999,58.07,57.029999,57.5,1376700,57.5
2025-07-07,56.970001,58.0,56.759998,57.41,2479700,57.41
2025-07-08,57.310001,59.369999,57.189999,57.990002,2449200,57.990002
2025-07-09,58.349998,59.98,58.209999,59.669998,2086400,59.669998
2025-07-10,59.57,59.57,58.209999,58.82,1670200,58.82
2025-07-11,58.23,58.5,57.639999,58.099998,2032000,58.099998
2025-07-14,58.060001,58.98,57.700001,58.23,1517300,58.23
2025-07-15,58.599998,58.669998,56.52,56.619999,1266200,56.619999
2025-07-16,56.939999,58.580002,56.82,58.389999,1661600,58.389999
2025-07-17,58.48,59.349998,58.220001,58.369999,1324800,58.369999
2025-07-18,58.470001,58.790001,57.02,57.290001,1740900,57.290001
2025-07-21,57.279999,57.549999,56.48,56.560001,1060300,56.560001
2025-07-22,56.810001,59.220001,56.810001,59.200001,1774500,59.200001
2025-07-23,59.560001,60.43,59.150002,59.669998,1381100,59.669998
2025-07-24,59.580002,60.290001,59.259998,59.759998,1878900,59.759998
2025-07-25,60.060001,60.09,58.869999,59.009998,1244700,59.009998
2025-07-28,59.130001,59.400002,58.110001,58.139999,1154900,58.139999
2025-07-29,58.07,58.650002,57.580002,58.23,1423100,58.23
2025-07-30,58.68,59.619999,58.259998,58.810001,2543500,58.810001
