date,open,high,low,close,volume,adj_close
2025-04-02,241.600006,247.25,241.460007,245.820007,7758800,239.654343
2025-04-03,234.270004,235.139999,227.300003,228.690002,17188500,222.953995
2025-04-04,215.309998,217.699997,208.929993,210.279999,27170700,206.268478
2025-04-07,205.770004,222.050003,202.160004,214.440002,22914400,210.349136
2025-04-08,223.520004,227.839996,213.25,216.869995,19485700,212.732773
2025-04-09,212.5,237.479996,211.0,234.339996,24022400,229.869492
2025-04-10,230.0,230.350006,220.100006,227.110001,18896400,222.777435
2025-04-11,226.309998,238.580002,225.0,236.199997,20284500,231.694016
2025-04-14,237.100006,239.779999,233.630005,234.720001,13017800,230.242249
2025-04-15,236.100006,238.649994,232.820007,233.130005,10912900,228.682571
2025-04-16,232.0,233.580002,227.929993,229.610001,9322300,225.229736
2025-04-17,230.800003,234.339996,230.550003,231.960007,9557900,227.534912
2025-04-21,230.630005,231.809998,226.339996,228.990005,8716200,224.621567
2025-04-22,231.979996,235.990005,231.369995,235.589996,10701400,231.095642
2025-04-23,240.220001,246.789993,240.0,240.880005,14126800,236.284729
2025-04-24,239.740005,245.470001,237.580002,244.639999,9055200,239.973007
2025-04-25,244.649994,245.619995,241.75,243.550003,8588600,238.903793
2025-04-28,244.559998,246.839996,240.839996,243.220001,7394300,238.580078
2025-04-29,242.190002,245.25,241.690002,244.619995,7216800,239.953384
2025-04-30,241.210007,245.220001,238.429993,244.619995,12991700,239.953384
2025-05-01,242.839996,248.449997,242.169998,246.889999,8689600,242.180084
2025-05-02,251.259995,253.619995,249.460007,252.509995,7165000,247.692856
2025-05-05,251.179993,255.160004,250.589996,252.559998,5450700,247.741898
2025-05-06,250.0,252.649994,249.0,249.25,6369900,244.495056
2025-05-07,249.850006,252.449997,248.830002,249.389999,8724100,244.632385
2025-05-08,251.570007,255.880005,251.550003,253.470001,8320100,248.634552
2025-05-09,254.5,255.509995,252.339996,253.080002,5087600,248.251999
2025-05-12,262.899994,263.600006,258.700012,260.049988,9603900,255.089005
2025-05-13,261.029999,263.670013,260.390015,263.01001,8589000,257.992554
2025-05-14,263.0,266.640015,262.290009,265.640015,8643100,260.572418
2025-05-15,266.970001,269.519989,264.76001,267.48999,9214600,262.387054
2025-05-16,267.5,268.459991,264.709991,267.559998,8932900,262.45578
2025-05-19,265.549988,268.320007,261.929993,264.880005,12145000,259.826904
2025-05-20,262.519989,266.660004,262.299988,265.679993,8436300,260.611633
2025-05-21,264.350006,265.649994,260.730011,261.040009,7464000,256.06015
2025-05-22,259.440002,262.299988,258.869995,260.670013,6514100,255.69722
2025-05-23,256.809998,261.98999,256.0,260.709991,6671800,255.736404
2025-05-27,262.040009,265.299988,261.98999,265.290009,7506600,260.229065
2025-05-28,266.23999,266.720001,262.899994,263.48999,5535400,258.463409
2025-05-29,264.799988,265.410004,262.529999,264.369995,5081200,259.32663
2025-05-30,263.450012,265.329987,262.730011,264.0,10977700,258.963684
2025-06-02,263.019989,265.029999,261.899994,264.660004,6011200,259.611084
2025-06-03,263.730011,266.579987,262.880005,266.269989,6998400,261.190338
2025-06-04,265.920013,267.119995,264.179993,264.220001,5915700,259.179474
2025-06-05,264.73999,264.73999,260.309998,261.950012,8173800,256.952789
2025-06-06,264.329987,266.649994,264.26001,265.730011,7738100,260.660675
2025-06-09,266.0,267.899994,263.350006,266.73999,8285000,261.651428
2025-06-10,265.880005,268.899994,265.850006,268.600006,7538100,263.475922
2025-06-11,268.679993,269.619995,265.790009,268.149994,7434100,263.034485
2025-06-12,266.859985,268.290009,265.140015,268.23999,6618000,263.122772
2025-06-13,265.079987,267.019989,262.709991,264.950012,7098300,259.895569
2025-06-16,267.0,271.730011,266.850006,270.359985,8566000,265.202332
2025-06-17,268.170013,270.589996,267.799988,269.519989,6739300,264.378357
2025-06-18,270.0,277.720001,269.720001,273.959991,9586400,268.733673
2025-06-20,275.570007,277.299988,273.809998,275.0,13969700,269.753815
2025-06-23,275.059998,278.549988,272.109985,278.269989,8094600,272.961426
2025-06-24,280.209991,282.709991,279.51001,281.26001,9267900,275.894409
2025-06-25,281.5,284.279999,280.910004,284.059998,6826900,278.640991
2025-06-26,284.700012,289.410004,284.470001,288.75,8942100,283.241486
2025-06-27,285.809998,288.700012,285.040009,287.109985,17868600,281.632782
2025-06-30,290.399994,292.649994,288.920013,289.910004,12689200,284.379395
2025-07-01,290.890015,291.130005,286.589996,290.410004,9338300,284.869843
2025-07-02,292.040009,292.820007,289.700012,292.0,8158700,286.429504
2025-07-03,292.149994,296.399994,291.209991,296.0,6541600,291.752014
2025-07-07,295.25,296.040009,290.079987,291.970001,8825700,287.779846
2025-07-08,289.269989,289.700012,280.309998,282.779999,15440900,278.721741
2025-07-09,287.179993,287.200012,282.480011,283.160004,11273800,279.096313
2025-07-10,283.0,288.309998,283.0,288.190002,8410900,284.054077
2025-07-11,285.519989,287.380005,283.649994,286.859985,7384700,282.743164
2025-07-14,287.070007,289.299988,285.26001,288.700012,9079900,284.556793
2025-07-15,288.0,291.950012,285.480011,286.549988,12526100,282.437653
2025-07-16,288.399994,290.730011,283.01001,285.820007,9979800,281.71814
2025-07-17,283.440002,290.299988,283.440002,289.899994,8509500,285.739563
2025-07-18,289.519989,292.5,288.230011,291.269989,12217000,287.089905
2025-07-21,291.0,294.179993,290.579987,290.970001,7898100,286.794189
2025-07-22,291.5,293.630005,289.179993,291.429993,6717500,287.24762
2025-07-23,292.839996,296.98999,292.549988,296.76001,7083500,292.501129
2025-07-24,297.420013,299.589996,296.200012,296.549988,7001200,292.294128
2025-07-25,296.700012,298.899994,295.959991,298.619995,5918500,294.334442
2025-07-28,297.660004,299.429993,296.820007,298.279999,5840400,293.999298
2025-07-29,300.0,301.290009,296.200012,297.040009,7635700,292.7771
2025-07-30,297.420013,300.609985,297.380005,299.630005,8061700,295.329926
2025-07-31,299.140015,300.980011,295.5,296.23999,14749700,291.988556
2025-08-01,290.399994,291.799988,284.23999,289.369995,12007100,285.217163
2025-08-04,290.26001,294.320007,290.26001,294.26001,6649500,290.036987
2025-08-05,294.690002,295.790009,287.23999,291.369995,7182300,287.188446
2025-08-06,292.299988,293.290009,290.160004,291.350006,6330200,287.168732
2025-08-07,292.940002,293.459991,286.410004,286.940002,8057100,282.822052
2025-08-08,288.980011,291.230011,284.709991,288.76001,6634100,284.615967
2025-08-11,289.399994,291.320007,288.779999,289.559998,5510100,285.404449
2025-08-12,291.5,294.75,290.339996,292.850006,8570900,288.647247
2025-08-13,293.950012,294.549988,287.160004,290.529999,8420400,286.360535
2025-08-14,290.579987,294.200012,289.640015,294.160004,6322400,289.938446
2025-08-15,294.839996,295.5,289.820007,290.48999,7340500,286.321075
2025-08-18,290.0,291.899994,288.410004,291.529999,5386900,287.346161
2025-08-19,290.829987,292.480011,289.529999,290.660004,6031500,286.488678
2025-08-20,290.809998,293.329987,287.269989,292.23999,7374200,288.045959
2025-08-21,291.940002,292.769989,289.470001,291.470001,6624000,287.287018
2025-08-22,293.200012,297.160004,290.130005,296.23999,8552800,291.988556
2025-08-25,296.23999,297.350006,294.140015,294.899994,5856300,290.667816
2025-08-26,294.160004,298.73999,293.5,298.570007,6714700,294.285126
2025-08-27,297.25,301.070007,297.040009,299.279999,6056500,294.984955
2025-08-28,300.019989,301.23999,298.700012,301.070007,6410500,296.749268
2025-08-29,302.040009,302.950012,299.730011,301.420013,6796400,297.094269
2025-09-02,300.26001,300.459991,294.5,299.700012,7221900,295.398926
2025-09-03,300.570007,300.570007,296.380005,299.51001,6316900,295.21167
2025-09-04,300.0,304.429993,298.279999,303.820007,6605800,299.459808
2025-09-05,303.649994,305.149994,294.309998,294.380005,9837700,290.155273
2025-09-08,294.890015,296.459991,291.440002,292.910004,8188500,288.70636
2025-09-09,292.600006,299.0,292.309998,297.850006,7848200,293.5755
2025-09-10,296.700012,301.540009,295.399994,300.540009,7787300,296.226868
2025-09-11,301.23999,305.730011,300.790009,305.559998,7942500,301.174835
2025-09-12,305.0,307.549988,303.700012,306.910004,6846700,302.505463
2025-09-15,307.170013,309.950012,307.170013,308.899994,7122000,304.466858
2025-09-16,310.0,310.899994,307.130005,309.190002,10525600,304.752716
2025-09-17,310.390015,312.910004,308.769989,311.75,8657800,307.276001
2025-09-18,311.790009,313.440002,309.609985,313.230011,8050700,308.734772
2025-09-19,313.600006,315.799988,309.119995,314.779999,23568600,310.262512
2025-09-22,309.799988,313.700012,309.559998,312.440002,7520200,307.956085
2025-09-23,311.820007,316.309998,310.579987,312.73999,8584400,308.25177
2025-09-24,314.049988,316.579987,311.670013,313.420013,7310500,308.922058
2025-09-25,314.119995,315.649994,311.799988,313.450012,7083200,308.95163
2025-09-26,314.899994,317.809998,313.700012,316.059998,7258100,311.524109
2025-09-29,317.059998,318.01001,313.660004,315.690002,6462400,311.159454
2025-09-30,316.25,317.410004,310.109985,315.429993,11823300,310.903168
2025-10-01,313.970001,314.589996,307.410004,310.709991,9235200,306.250916
