date,open,high,low,close,volume,adj_close
2025-04-29,683.630005,695.349976,681.73999,687.950012,726100,682.773254
2025-04-30,677.0,704.98999,674.200012,702.690002,1172300,697.402344
2025-05-01,689.200012,693.039978,674.76001,676.309998,1463500,671.220825
2025-05-02,694.25,707.840027,692.909973,698.159973,851800,692.906433
2025-05-05,691.02002,701.609985,687.119995,693.289978,811900,688.072998
2025-05-06,680.859985,690.0,677.609985,679.419983,905400,674.307434
2025-05-07,680.48999,696.460022,675.27002,694.349976,962800,689.125061
2025-05-08,703.320007,710.5,692.799988,703.330017,906900,698.037476
2025-05-09,706.140015,711.299988,696.72998,701.200012,955000,695.923584
2025-05-12,745.0,762.799988,741.609985,760.469971,2110300,754.747559
2025-05-13,760.0,798.02002,755.650024,795.900024,1804800,789.911011
2025-05-14,786.75,805.390015,786.75,805.0,1171400,798.942505
2025-05-15,797.27002,810.609985,795.570007,806.0,1129800,799.934875
2025-05-16,807.130005,807.130005,784.080017,791.169983,1132000,785.216553
2025-05-19,780.690002,789.570007,775.02002,787.01001,1142000,782.968201
2025-05-20,779.630005,790.859985,777.179993,790.289978,949200,786.231323
2025-05-21,778.320007,799.719971,775.179993,778.940002,1236700,774.939575
2025-05-22,766.460022,781.76001,762.0,767.51001,682500,763.568298
2025-05-23,747.75,761.099976,744.869995,757.169983,941900,753.281433
2025-05-27,774.710022,792.179993,768.599976,789.059998,1292500,785.007629
2025-05-28,789.059998,796.299988,776.190002,777.5,905700,773.506958
2025-05-29,792.97998,794.799988,768.679993,773.969971,932300,769.995117
2025-05-30,772.780029,773.549988,740.440002,756.880005,1717700,752.99292
2025-06-02,752.400024,764.650024,751.960022,762.440002,864600,758.524353
2025-06-03,762.049988,779.590027,756.340027,775.789978,943200,771.805725
2025-06-04,781.619995,786.929993,773.599976,782.090027,839500,778.073486
2025-06-05,788.409973,796.51001,777.419983,791.890015,1618900,787.82312
2025-06-06,801.23999,813.969971,799.77002,808.0,996300,803.850403
2025-06-09,811.0,835.0,811.0,829.289978,1529800,825.031006
2025-06-10,829.289978,857.159973,826.76001,856.590027,1515500,852.190857
2025-06-11,865.080017,873.530029,858.799988,872.0,1650400,867.521667
2025-06-12,866.5,879.159973,866.5,875.0,1091700,870.506287
2025-06-13,859.0,876.450012,856.940002,867.669983,1832200,863.213928
2025-06-16,876.0,893.309998,875.619995,892.380005,1619400,887.796997
2025-06-17,890.0,914.830017,887.719971,893.0,1334000,888.413818
2025-06-18,894.890015,898.150024,867.309998,871.159973,1431500,866.685974
2025-06-20,883.830017,883.830017,834.849976,850.0,2347800,845.634705
2025-06-23,852.919983,859.619995,841.179993,856.280029,1427700,851.882446
2025-06-24,871.23999,890.570007,869.559998,889.030029,1145100,884.464294
2025-06-25,895.01001,902.940002,887.73999,893.460022,772000,888.871521
2025-06-26,897.469971,907.26001,893.299988,902.940002,864700,898.302795
2025-06-27,905.0,907.950012,884.640015,889.869995,1175500,885.299927
2025-06-30,891.159973,898.25,884.340027,895.73999,786700,891.139771
2025-07-01,888.780029,904.98999,882.299988,898.849976,1079100,894.233826
2025-07-02,888.210022,921.950012,885.059998,921.099976,1051000,916.369507
