date,open,high,low,close,volume,adj_close
2025-04-29,66.370003,67.43,64.360001,66.32,19706800,65.967316
2025-04-30,65.154999,65.989998,63.540001,65.839996,10293800,65.489861
2025-05-01,65.620003,66.120003,64.849998,65.410004,10073000,65.062157
2025-05-02,66.135002,67.760002,65.980003,67.239998,10081500,66.882416
2025-05-05,66.959999,69.360001,66.910004,68.540001,12000300,68.175507
2025-05-06,67.949997,68.93,67.800003,68.050003,7659400,67.68811
2025-05-07,68.334999,68.940002,67.720001,68.690002,8103700,68.324707
2025-05-08,69.300003,70.945999,69.300003,70.480003,11791500,70.105194
2025-05-09,70.870003,71.32,70.010002,70.260002,7470500,69.88636
2025-05-12,72.970001,74.150002,71.849998,72.309998,12513000,71.925453
2025-05-13,72.410004,72.650002,71.889999,72.290001,8076200,71.905563
2025-05-14,72.660004,73.339996,72.239998,72.68,7724000,72.293488
2025-05-15,72.339996,72.669998,71.440002,71.57,8116500,71.189384
2025-05-16,71.470001,72.220001,71.080002,72.18,8717900,71.79615
2025-05-19,71.160004,72.540001,71.110001,72.32,7434900,71.935402
2025-05-20,71.889999,72.779999,71.739998,72.610001,8403200,72.223862
2025-05-21,72.199997,73.204002,71.504997,71.650002,8094300,71.268967
2025-05-22,71.474998,71.985001,71.279999,71.449997,6451000,71.07003
2025-05-23,69.459999,70.139999,69.410004,69.849998,7683600,69.478539
2025-05-27,70.75,71.995003,70.665001,71.480003,8770900,71.099869
2025-05-28,71.580002,72.035004,71.099998,71.440002,6292100,71.060089
2025-05-29,72.160004,72.448997,70.25,70.93,7058300,70.552795
2025-05-30,70.959999,71.080002,69.519997,70.279999,14937200,69.90625
2025-06-02,69.275002,70.959999,69.050003,70.93,7518200,70.552795
2025-06-03,71.0,71.43,69.860001,71.330002,7316400,70.950668
2025-06-04,71.489998,73.07,71.330002,72.800003,7712300,72.412857
2025-06-05,72.794998,73.550003,72.080002,72.470001,6323600,72.084602
2025-06-06,73.264999,73.620003,72.639999,73.43,7240200,73.039505
2025-06-09,73.699997,73.970001,72.949997,73.550003,6166500,73.158867
2025-06-10,73.580002,75.269997,73.32,74.760002,9510700,74.362427
2025-06-11,75.099998,75.209999,73.93,74.610001,7706100,74.213226
2025-06-12,74.019997,75.306999,74.0,74.809998,8644600,74.412163
2025-06-13,73.300003,74.214996,70.530998,70.830002,16744400,70.453323
2025-06-16,71.629997,72.485001,71.07,72.260002,7195500,71.875717
2025-06-17,71.919998,72.099998,70.464996,70.669998,7374300,70.294182
2025-06-18,70.510002,71.276001,67.519997,68.57,20427700,68.205345
2025-06-20,68.830002,70.550003,68.550003,70.050003,18497900,69.677475
2025-06-23,71.0,72.147003,70.160004,72.010002,11447900,71.627052
2025-06-24,73.125,73.940002,72.550003,73.580002,9500900,73.188705
2025-06-25,74.139999,74.25,72.415001,73.07,7851900,72.681412
2025-06-26,73.245003,73.379997,71.610001,73.169998,10235600,72.780876
2025-06-27,73.269997,73.75,72.855003,73.639999,10449500,73.248375
2025-06-30,73.940002,74.540001,73.660004,74.32,7738000,73.924767
2025-07-01,73.949997,75.695,73.800003,75.290001,8633800,74.88961
2025-07-02,75.010002,76.864998,75.0,76.309998,9361500,75.904182
2025-07-03,76.709999,77.360001,76.474998,76.589996,5263400,76.182686
2025-07-07,76.209999,76.830002,75.620003,76.18,5918600,75.774879
2025-07-08,76.440002,76.514999,74.510002,75.029999,8758400,74.630989
2025-07-09,75.489998,75.790001,74.375,74.830002,6755700,74.43206
2025-07-10,74.455002,76.220001,74.129997,75.699997,6380200,75.297424
2025-07-11,75.169998,75.199997,70.790001,71.360001,21877700,70.980515
2025-07-14,71.559998,74.309998,71.540001,73.889999,12993900,73.497055
2025-07-15,73.769997,73.910004,72.940002,72.959999,7333600,72.571991
2025-07-16,73.260002,73.580002,71.730003,72.970001,9671100,72.581947
2025-07-17,72.470001,74.18,72.349998,73.860001,8522700,73.467209
2025-07-18,74.099998,74.349998,73.283997,74.169998,9011600,73.775566
2025-07-21,74.349998,76.230003,74.239998,74.82,8200400,74.422112
2025-07-22,74.764999,76.150002,74.764999,76.0,9094400,75.595833
2025-07-23,76.925003,77.230003,75.910004,76.660004,9283200,76.252327
2025-07-24,77.739998,78.760002,77.349998,77.82,10504300,77.406158
2025-07-25,77.589996,78.815002,77.5,77.980003,6888100,77.5653
2025-07-28,78.510002,79.5,77.93,78.220001,15978400,77.804024
2025-07-29,71.730003,73.279999,70.309998,71.449997,42890700,71.07003
2025-07-30,72.190002,72.205002,69.555,69.709999,20790400,69.339279
2025-07-31,69.474998,70.055,68.459999,68.760002,16657600,68.394333
2025-08-01,68.0,68.349998,66.57,67.110001,15181100,66.753113
2025-08-04,67.824997,68.57,67.275002,68.010002,11756800,67.648323
2025-08-05,68.459999,68.669998,67.410004,67.830002,10714700,67.469284
2025-08-06,68.300003,69.610001,68.209,69.419998,11913000,69.050819
2025-08-07,70.0,70.169998,67.68,68.220001,10129300,67.857208
2025-08-08,68.440002,68.610001,67.419998,67.650002,9683400,67.290237
2025-08-11,67.809998,68.480003,66.900002,67.080002,10118600,66.723274
2025-08-12,67.239998,68.739998,67.230003,67.970001,9747500,67.608536
2025-08-13,68.230003,70.730003,68.150002,70.629997,12344700,70.254387
2025-08-14,69.440002,69.82,68.230003,69.379997,10695400,69.011032
2025-08-15,69.57,70.160004,69.160004,69.230003,8128000,68.861839
2025-08-18,69.309998,69.985001,69.230003,69.529999,8410200,69.16024
2025-08-19,69.790001,70.364998,68.93,69.050003,9052800,68.682793
2025-08-20,68.940002,69.110001,67.68,68.080002,9992300,67.717949
2025-08-21,67.68,67.870003,66.925003,67.550003,7039500,67.190773
2025-08-22,67.910004,70.150002,67.82,69.900002,9394100,69.528275
2025-08-25,69.650002,69.809998,69.040001,69.480003,6460300,69.110504
2025-08-26,69.400002,70.25,69.18,70.18,9471500,69.806778
2025-08-27,68.730003,70.080002,68.691002,69.650002,8648200,69.279602
2025-08-28,70.0,70.559998,69.529999,70.059998,5882000,69.687416
2025-08-29,70.019997,70.699997,69.900002,70.190002,5636300,69.816727
2025-09-02,68.919998,69.374001,68.150002,69.25,12882500,68.881729
2025-09-03,68.910004,69.889999,68.800003,69.639999,11808200,69.269653
2025-09-04,69.699997,69.900002,66.230003,68.459999,14063500,68.095932
2025-09-05,68.879997,69.940002,68.169998,68.260002,7794300,67.896996
2025-09-08,68.459999,68.589996,67.800003,68.400002,7954900,68.036255
2025-09-09,68.199997,68.5,67.529999,67.68,8776500,67.320084
2025-09-10,67.480003,68.029999,65.235001,65.639999,14352500,65.290932
2025-09-11,65.75,67.349998,65.709999,67.269997,11154400,66.912254
2025-09-12,67.209999,67.75,66.860001,66.889999,7505600,66.534279
2025-09-15,67.300003,68.190002,66.803001,67.110001,9597900,66.753113
2025-09-16,66.834999,67.139999,66.105003,66.849998,9353900,66.494492
2025-09-17,67.139999,69.269997,67.0,68.620003,18607800,68.255081
2025-09-18,70.080002,70.300003,68.330002,68.519997,14330500,68.155609
2025-09-19,68.760002,68.849998,67.925003,68.220001,19774200,67.857208
