date,open,high,low,close,volume,adj_close
2025-04-02,196.779999,203.330002,196.539993,202.660004,36603000,200.499329
2025-04-03,193.110001,195.059998,189.199997,189.649994,60551500,187.628036
2025-04-04,182.610001,184.050003,176.669998,181.190002,92612800,179.25824
2025-04-07,174.320007,190.25,171.729996,179.550003,96706200,177.635727
2025-04-08,185.690002,185.919998,172.339996,174.820007,61090600,172.956146
2025-04-09,172.720001,192.110001,171.740005,189.679993,123015100,187.657715
2025-04-10,184.520004,185.479996,176.979996,181.710007,67503000,179.77269
2025-04-11,181.139999,184.850006,178.580002,184.360001,44954400,182.394424
2025-04-14,187.809998,187.970001,183.050003,186.529999,35214600,184.54129
2025-04-15,186.339996,189.050003,185.839996,186.759995,30715500,184.768845
2025-04-16,185.699997,186.729996,182.559998,184.970001,35063300,182.997955
2025-04-17,184.990005,187.429993,184.460007,186.479996,42359200,184.491821
2025-04-21,185.0,185.289993,180.770004,182.740005,26019000,180.791702
2025-04-22,185.149994,188.100006,184.550003,187.470001,34477100,185.471283
2025-04-23,192.919998,195.509995,189.839996,190.25,44866100,188.221649
2025-04-24,190.759995,194.369995,189.889999,194.059998,29820100,191.991028
2025-04-25,192.720001,194.259995,191.550003,194.119995,25029000,192.050369
2025-04-28,194.5,196.149994,192.529999,194.940002,22482300,192.861649
2025-04-29,194.470001,196.860001,193.009995,196.089996,20118200,193.999374
2025-04-30,193.139999,195.479996,190.720001,194.860001,29046100,192.782486
2025-05-01,195.710007,197.669998,193.740005,196.070007,33169700,193.979599
2025-05-02,198.330002,201.210007,198.179993,200.479996,30201800,198.342575
2025-05-05,198.570007,200.5,198.080002,198.940002,20834200,196.819
2025-05-06,196.589996,198.589996,195.639999,196.770004,24642100,194.672134
2025-05-07,198.100006,198.559998,196.039993,197.419998,23623300,195.315201
2025-05-08,199.770004,202.740005,198.259995,201.179993,32646300,199.035095
2025-05-09,201.539993,202.279999,199.960007,200.809998,17203000,198.669067
2025-05-12,208.839996,209.729996,205.820007,207.869995,38207200,205.653778
2025-05-13,208.929993,209.610001,207.960007,208.630005,28295800,206.405685
2025-05-14,208.039993,208.539993,206.529999,206.779999,26316100,204.575409
2025-05-15,206.580002,208.190002,205.389999,208.130005,21563700,205.911026
2025-05-16,208.419998,210.130005,207.779999,209.850006,28906400,207.612686
2025-05-19,206.800003,209.089996,206.259995,208.970001,25859600,206.742065
2025-05-20,208.660004,209.759995,207.960007,209.080002,22053100,206.850876
2025-05-21,206.630005,207.610001,202.839996,203.210007,36704400,201.043472
2025-05-22,202.289993,204.369995,201.529999,203.199997,31831300,201.033554
2025-05-23,199.779999,203.259995,199.649994,202.559998,29114600,200.400406
2025-05-27,205.639999,207.75,204.160004,207.699997,31655900,205.485596
2025-05-28,207.710007,208.029999,205.199997,205.509995,26046700,203.318954
2025-05-29,206.949997,207.059998,204.470001,206.119995,32749500,203.92244
2025-05-30,205.139999,206.25,203.539993,205.070007,37768900,202.883636
2025-06-02,205.320007,205.839996,202.669998,205.710007,30334300,203.516815
2025-06-03,206.460007,209.610001,205.550003,209.029999,37702200,206.801407
2025-06-04,209.179993,210.009995,208.139999,208.440002,27225300,206.217728
2025-06-05,208.699997,209.830002,207.0,208.529999,35728700,206.306747
2025-06-06,211.5,212.130005,210.600006,211.899994,32144500,209.640793
2025-06-09,213.869995,214.279999,212.550003,213.360001,33984400,211.085251
2025-06-10,214.460007,215.429993,213.809998,214.509995,30182200,212.222977
2025-06-11,215.580002,215.929993,213.300003,213.630005,31113400,211.352371
2025-06-12,212.169998,213.270004,211.630005,212.779999,25367000,210.511444
2025-06-13,209.839996,211.440002,208.220001,208.889999,60580000,206.662903
2025-06-16,210.479996,211.949997,209.639999,210.770004,28974000,209.099442
