date,open,high,low,close,volume,adj_close
2026-03-04,425.109985,439.48999,420.329987,430.980011,2482300,430.980011
2026-03-05,425.76001,447.709991,425.76001,442.299988,2515900,442.299988
2026-03-06,432.559998,445.350006,431.799988,437.410004,2165300,437.410004
2026-03-09,432.570007,440.910004,429.649994,437.220001,2603500,437.220001
2026-03-10,437.079987,439.01001,428.0,432.649994,1747800,432.649994
2026-03-11,432.070007,436.399994,425.320007,432.980011,1611300,432.980011
2026-03-12,431.869995,436.369995,418.359985,418.720001,1492900,418.720001
2026-03-13,419.01001,425.48999,410.089996,412.630005,1487700,412.630005
2026-03-16,420.179993,428.420013,417.609985,425.880005,1262000,425.880005
2026-03-17,428.25,435.480011,427.559998,429.290009,1068500,429.290009
2026-03-18,424.970001,435.709991,424.0,428.670013,1498700,428.670013
2026-03-19,424.709991,433.23999,422.549988,428.25,1475100,428.25
2026-03-20,425.899994,429.910004,419.0,420.320007,4137000,420.320007
2026-03-23,430.209991,441.76001,429.649994,432.480011,2511900,432.480011
2026-03-24,426.670013,429.26001,409.829987,415.619995,1932200,415.619995
2026-03-25,422.5,425.929993,403.329987,410.130005,2702300,410.130005
2026-03-26,405.279999,413.529999,400.369995,401.950012,1380100,401.950012
2026-03-27,400.0,401.540009,379.5,380.470001,2400900,380.470001
2026-03-30,382.880005,390.779999,379.950012,383.140015,2006700,383.140015
2026-03-31,390.200012,397.470001,387.200012,396.480011,1684000,396.480011
2026-04-01,403.299988,403.470001,394.5,396.73999,1163600,396.73999
2026-04-02,389.649994,401.070007,386.589996,395.950012,1077100,395.950012
2026-04-06,396.040009,398.609985,390.119995,397.070007,1142400,397.070007
2026-04-07,393.690002,398.119995,388.880005,397.899994,920600,397.899994
2026-04-08,411.75,415.160004,405.5,410.160004,1617600,410.160004
2026-04-09,409.940002,411.0,394.25,404.920013,1728800,404.920013
2026-04-10,401.609985,403.920013,389.149994,392.23999,1602300,392.23999
2026-04-13,392.5,418.420013,388.070007,417.769989,2525900,417.769989
2026-04-14,424.829987,430.140015,418.200012,418.799988,1255700,418.799988
2026-04-15,424.26001,439.880005,421.420013,438.450012,2038100,438.450012
2026-04-16,446.369995,449.619995,436.480011,441.149994,1382000,441.149994
2026-04-17,452.549988,459.019989,447.179993,449.579987,1718200,449.579987
2026-04-20,448.079987,463.160004,447.429993,460.950012,2122500,460.950012
2026-04-21,464.269989,480.25,462.0,467.579987,1833000,467.579987
2026-04-22,470.899994,478.720001,470.899994,477.26001,1460700,477.26001
2026-04-23,466.109985,467.309998,450.130005,456.850006,1864100,456.850006
2026-04-24,469.380005,502.279999,469.190002,500.820007,2891300,500.820007
2026-04-27,496.940002,500.98999,488.0,498.540009,2227500,498.540009
2026-04-28,497.0,498.0,479.0,483.890015,1548300,483.890015
2026-04-29,480.0,481.619995,471.700012,481.220001,1159500,481.220001
2026-04-30,481.0,483.679993,471.619995,482.600006,1341700,482.600006
2026-05-01,491.160004,497.940002,485.440002,489.019989,845900,489.019989
2026-05-04,493.839996,500.25,488.339996,497.5,1642500,497.5
2026-05-05,501.709991,512.539978,500.01001,502.51001,1883300,502.51001
2026-05-06,504.600006,507.339996,497.51001,504.420013,1866900,504.420013
2026-05-07,506.299988,517.0,503.48999,505.190002,1595500,505.190002
2026-05-08,506.255005,510.059998,500.588989,509.809998,178024,509.809998
2026-05-11,513.849976,519.710022,512.0,515.469971,467178,515.469971
2026-05-12,511.950012,517.0,508.440002,509.160004,312202,509.160004
2026-05-13,514.590027,514.73999,510.0,510.225006,44031,510.225006
2026-05-14,508.589996,513.650024,504.934998,509.649902,279204,509.649902
2026-05-15,502.23999,509.0,493.0,494.429993,519150,494.429993
2026-05-18,499.01001,501.730011,489.089996,490.540009,988760,490.540009
2026-05-19,494.320007,501.0,490.579987,491.709991,504950,491.709991
2026-05-20,479.339996,494.369995,473.809998,490.869995,743452,490.869995
2026-05-21,490.48999,498.48999,489.290009,496.244995,245060,496.244995
2026-05-22,510.0,524.830017,508.51001,524.830017,127561,524.830017
2026-05-26,529.969971,539.47998,524.179993,533.429993,630186,533.429993
2026-05-27,534.559998,534.619995,526.97998,531.244995,441471,531.244995
2026-05-28,510.0,526.090027,476.5,478.684998,2594483,478.684998
2026-05-29,480.665009,484.5,469.369995,478.950012,1302295,478.950012
2026-06-01,484.0,485.799988,470.73999,476.420013,531685,476.420013
2026-06-02,485.630005,500.299988,485.630005,493.265015,824253,493.265015
2026-06-03,502.779999,504.121796,491.200012,495.714996,789672,495.714996
