publisher,count
ETF Daily News,190
Biztoc.com,22
Slashdot.org,15
Thefly.com,15
The Times of India,14
Memeorandum.com,11
ABC News (AU),10
Sporting News,9
BBC News,9
Antaranews.com,7
NBC News,6
Fox News,5
Paul Tan's Automotive News,5
Financial Post,5
The Football Faithful,5
Yahoo Entertainment,4
Newsweek,4
Breaking NEWS in KENYA for Today Right Now & Kenyan News | TUKO,4
Freerepublic.com,3
soompi,3
The Daily Caller,3
CBS News,3
Eonline.com,3
7NEWS.com.au,3
TechRadar,3
GlobeNewswire,2
The Conversation Africa,2
Nep123.com,2
Just Jared,2
Breitbart News,2
CBC News,2
HuffPost,2
Mypeoplesreview.com,2
ABC News,2
USA Today,2
Livemint,2
CinemaBlend,2
Variety,2
CleanTechnica,2
Al Jazeera English,2
Albuquerque Journal,2
Superherohype.com,2
The-independent.com,2
Latest News in Nigeria & Breaking Naija News 24/7 | LEGIT.NG,2
Independent.ie,2
Music Ally,2
International Business Times,2
Crikey,1
Nintendo Life,1
Thepinknews.com,1
Page Six,1
Rockmnation.com,1
ESPN,1
Screen Rant,1
MLB Trade Rumors,1
The Denver Post,1
Nativenewsonline.net,1
Gatewayhispanic.com,1
Womenlivingwell.org,1
Justthenews.com,1
Managing Madrid,1
Mediagazer.com,1
Snopes.com,1
The Daily Dot,1
Rolling Stone,1
Sky.com,1
WSOC Charlotte,1
Hot Air,1
Economictimes.com,1
Funcheap.com,1
CNBC,1
TVLine,1
Tribstar.com,1
Deadline,1
JoBlo.com,1
Fijivillage,1
New York Post,1
KGO-TV,1
The Indian Express,1
ComingSoon.net,1
2822news.com,1
Prnewsonline.com,1
Ozbargain.com.au,1
Bloomberg,1
WSB Atlanta,1
DRaysBay,1
KRQE News 13,1
Psgtalk.com,1
WPXI Pittsburgh,1
Motley Fool Australia,1
NBCSports.com,1
Boredpanda.com,1
Newsbreak.com,1
Honolulu Star-Advertiser,1
College Football News,1
Balloon-juice.com,1
Decrypt,1
TheJournal.ie,1
Fark.com,1
Pypi.org,1
LADbible,1
Israelnationalnews.com,1
YEN.COM.GH,1
DW (English),1
Bleeding Cool News,1
LatestLY,1
Sputnikglobe.com,1
Android Central,1
BleepingComputer,1
Fortune,1
Strettynews.com,1
Slate Magazine,1
road.cc,1
Cointelegraph,1
Football Espana,1
Chelsea.news,1
Rock Paper Shotgun,1
RTE,1
Anime News Network,1
Daytona Beach News-Journal,1
43rumors.com,1
Thefutoncritic.com,1
Ambcrypto.com,1
