word,count
report,292
inc,252
free,204
shar,187
have,162
nyse,132
quart,112
get,111
company,101
dur,91
holding,88
llc,81
nasdaq,81
accord,78
investment,74
group,72
stock,70
trad,67
management,67
position,66
recent,64
etf,55
price,54
return,52
open,51
mill,50
goldman,50
sach,50
analyst,49
thurston,48
