word,count
report,498
inc,458
have,391
free,353
shar,255
holding,247
quart,230
company,220
nyse,198
aug,196
accord,185
price,183
recent,176
nasdaq,176
trump,169
sputnik,160
dur,145
august,144
position,141
llc,138
get,137
agency,136
stock,135
open,134
security,133
global,130
president,121
analyst,117
associat,114
russian,114
