word,count
have,332
report,327
open,168
free,160
shar,150
analyst,149
return,147
inc,145
call,142
window,140
nasdaq,135
href,130
blank',130
false,130
earning,124
trump,123
event,119
get,114
price,110
target,108
roadshow,103
post,97
company,97
investor,95
year,94
stock,87
rat,82
thursday,78
own,74
com,71
