word,count
report,669
shar,503
inc,486
free,459
have,356
quart,291
holding,282
company,263
nyse,246
accord,239
nasdaq,225
recent,210
dur,203
management,193
group,191
trad,187
position,162
northern,160
wellington,160
corp,159
stock,153
get,152
trust,150
stake,145
llp,144
open,142
return,137
own,127
price,124
window,121
