word,count
have,451
year,151
get,126
make,119
your,112
now,105
what,104
who,99
good,99
trump,91
all,91
week,87
apple,85
like,81
part,78
person,72
includ,69
look,68
work,68
time,66
old,63
off,63
show,62
august,61
gam,60
end,58
take,58
while,57
last,57
use,57
