proper_noun,count
AI,194
The,171
It,66
US,63
August,54
Trump,52
Monday,48
Apple,47
If,46
In,40
But,39
This,39
TV,39
Accept,36
IAB Transparency,36
Consent Framework,36
IAB,36
What,32
We,31
Aug,29
PC,29
How,26
Google,25
You,25
Here,24
UK,23
Reuters,21
CEO,20
Ukraine,19
As,19
