entity,count
trump,68
news,46
president,32
after,30
post,22
who,22
more,20
wednesday,20
his,20
donald,20
government,20
data,18
what,18
health,18
all,18
members,18
than,16
deal,16
out,16
social,16
not,16
market,16
key,14
here,14
fox,14
james,14
now,14
latest,14
house,14
companies,14
gaza,12
comey,12
white,12
united,12
states,12
during,12
york,12
media,12
show,12
first,12
nfl,12
calls,12
shutdown,12
october,12
dolly,12
parton,12
saw,10
peace,10
washington,10
good,10
people,10
just,10
back,10
how,10
much,10
their,10
earnings,10
part,10
week,10
stocks,10
watch,10
taylor,10
live,10
oct,10
worse,10
today,10
start,10
security,10
senate,10
gen,10
stock,10
governor,10
middle,8
east,8
host,8
jack,8
smith,8
off,8
meeting,8
youth,8
mental,8
crisis,8
alleged,8
bitcoin,8
among,8
late,8
night,8
ownership,8
point,8
shot,8
com,8
tcs,8
drop,8
country,8
draft,8
vote,8
high,8
football,8
action,8
cartier,8
distribution,8
newswire,8
homeland,8
national,8
some,8
other,8
focus,8
daily,8
across,8
donors,8
can,8
shows,8
virginia,8
guard,8
comet,8
congress,8
teen,8
digital,8
season,6
preview,6
driven,6
zach,6
released,6
global,6
behind,6
charges,6
public,6
police,6
linked,6
meta,6
including,6
stephen,6
lebron,6
man,6
publicly,6
top,6
interview,6
workers,6
city,6
alleging,6
created,6
rare,6
ecuador,6
assassination,6
get,6
nasdaq,6
swift,6
there,6
cbs,6
roundtable,6
through,6
georgia,6
state,6
suspect,6
results,6
holly,6
baxter,6
appeared,6
tata,6
estimates,6
services,6
ltd,6
hundreds,6
former,6
saying,6
silver,6
come,6
following,6
game,6
cyber,6
personnel,6
jobs,6
deportation,6
department,6
republicans,6
wall,6
street,6
cuts,6
thune,6
biden,6
gold,6
group,6
dissatisfaction,6
climate,6
adaptation,6
according,6
volcan,6
spoke,6
driving,6
tallulah,6
willis,6
like,6
rightwing,6
funding,6
analysts,6
rise,6
debate,6
video,6
katie,6
recently,6
massie,6
gains,6
outlook,6
over,6
ice,6
times,6
issue,6
nicci,6
minister,6
khanal,6
review,6
nepal,6
finance,6
free,6
world,6
hall,6
fame,6
chicago,6
democratic,6
sister,6
interstellar,6
atlas,6
race,6
gaetz,6
wear,6
demoralizing,6
codes,6
aipac,6
share,6
nearly,6
greene,6
bust,6
ups,6
red,6
wings,6
smiling,4
friends,4
story,4
leader,4
team,4
office,4
returns,4
weekend,4
russia,4
ukraine,4
war,4
events,4
hannity,4
held,4
israel,4
hamas,4
lawfare,4
arraignment,4
pathetically,4
weak,4
see,4
risk,4
gunman,4
houston,4
area,4
say,4
series,4
used,4
targeted,4
advertising,4
december,4
instagram,4
slams,4
second,4
decision,4
didn,4
very,4
county,4
military,4
instrumental,4
reaching,4
described,4
between,4
expect,4
report,4
sues,4
images,4
plaintiffs,4
china,4
grover,4
stewart,4
injury,4
practice,4
status,4
colts,4
arrests,4
five,4
presidential,4
attempt,4
noboa,4
rural,4
officials,4
simple,4
plan,4
things,4
microstrategy,4
known,4
treasury,4
strategy,4
seth,4
meyers,4
stream,4
tay,4
kover,4
hope,4
auburn,4
prediction,4
pivot,4
bulldogs,4
tigers,4
both,4
pennsylvania,4
troopers,4
franklin,4
puerto,4
rico,4
lottery,4
pega,4
your,4
tickets,4
games,4
survivor,4
jake,4
latimer,4
evacuation,4
jeff,4
probst,4
long,4
hosted,4
antifa,4
imagining,4
independent,4
which,4
against,4
elxsi,4
breweries,4
barista,4
person,4
ford,4
fbi,4
director,4
order,4
stadium,4
elkhorn,4
north,4
skutt,4
catholic,4
school,4
announces,4
million,4
brokered,4
private,4
placement,4
led,4
centurion,4
capital,4
release,4
publication,4
dissemination,4
directly,4
indirectly,4
whole,4
globe,4
corporation,4
power,4
rankings,4
chargers,4
down,4
loss,4
where,4
los,4
angeles,4
lineup,4
sit,4
must,4
plays,4
players,4
notes,4
reassigned,4
push,4
bloomberg,4
caution,4
inflicting,4
pain,4
journal,4
mass,4
majority,4
thawing,4
arctic,4
frost,4
argument,4
pbump,4
recent,4
still,4
archive,4
history,4
appears,4
expresses,4
present,4
move,4
kathmandu,4
guilty,4
lawyers,4
argue,4
case,4
highlighted,4
justice,4
efforts,4
africa,4
urged,4
shift,4
fight,4
total,4
compa,4
minera,4
secured,4
peru,4
conversations,4
iran,4
nuclear,4
cnbc,4
open,4
fed,4
roared,4
such,4
nvidia,4
masters,4
narrative,4
record,4
highs,4
unequally,4
distributed,4
most,4
term,4
survey,4
old,4
bruce,4
photos,4
bombed,4
laughing,4
matter,4
adam,4
gabbatt,4
guardian,4
make,4
changed,4
since,4
came,4
pope,4
leo,4
xiv,4
administration,4
institute,4
pre,4
indian,4
markets,4
investors,4
india,4
split,4
calling,4
whether,4
overall,4
mock,4
major,4
number,4
went,4
alienware,4
inch,4
oled,4
gaming,4
monitor,4
when,4
king,4
porter,4
staffer,4
resurfaced,4
rep,4
announced,4
dodge,4
epstein,4
democrat,4
pvr,4
inox,4
slight,4
expansion,4
kristi,4
noem,4
star,4
bryan,4
anti,4
song,4
illegal,4
issuing,4
threats,4
withhold,4
