entity,count
trump,56
shutdown,48
government,36
their,22
over,22
after,20
last,20
president,20
stock,20
week,18
white,18
more,18
war,16
news,16
who,16
market,16
china,16
through,14
can,14
national,14
troops,14
futures,14
democrats,14
next,12
how,12
state,12
sunday,12
free,12
look,12
his,12
now,12
california,12
guard,12
fight,12
post,12
season,10
out,10
despite,10
see,10
football,10
court,10
big,10
early,10
members,10
old,10
off,10
health,10
americans,10
today,10
donald,10
first,10
federal,10
night,10
what,10
tech,10
advanced,10
get,10
service,10
deal,8
israel,8
got,8
set,8
pay,8
team,8
country,8
most,8
time,8
law,8
amazon,8
nfl,8
oregon,8
portland,8
musk,8
all,8
netflix,8
house,8
dow,8
nasdaq,8
tick,8
drags,8
military,8
live,8
make,8
say,8
changed,8
energy,8
fluor,8
key,8
during,8
seen,8
faces,8
lot,8
every,8
penny,8
world,8
gis,8
pelicot,8
france,8
dna,8
case,8
napa,8
lee,8
gaza,6
move,6
oct,6
walking,6
daryl,6
amc,6
weekend,6
united,6
impact,6
field,6
made,6
price,6
aim,6
come,6
back,6
taking,6
brother,6
include,6
personal,6
best,6
risk,6
africa,6
vows,6
cold,6
there,6
looking,6
down,6
harbaugh,6
vacation,6
home,6
than,6
just,6
russian,6
nation,6
woke,6
kids,6
your,6
entering,6
anti,6
blame,6
upwards,6
republicans,6
remain,6
end,6
star,6
good,6
saturday,6
premiere,6
poll,6
cbs,6
james,6
latest,6
not,6
high,6
export,6
exports,6
clean,6
technology,6
penn,6
projects,6
data,6
opportunities,6
making,6
firefly,6
which,6
million,6
local,6
never,6
decade,6
predictive,6
discovery,6
robex,6
announce,6
merger,6
equals,6
producers,6
divided,6
across,6
like,6
hack,6
appeared,6
pritzker,6
incited,6
ice,6
protestors,6
opec,6
oil,6
output,6
stance,6
senators,6
remains,6
cyndi,6
lauper,6
peace,4
ahead,4
talks,4
tuesday,4
dead,4
dixon,4
limbo,4
preview,4
hit,4
tonight,4
rubio,4
global,4
support,4
states,4
secretary,4
washington,4
weekly,4
orders,4
checkout,4
final,4
trade,4
amid,4
stick,4
within,4
room,4
already,4
scotus,4
term,4
summer,4
wasn,4
chris,4
geidner,4
dork,4
paid,4
subscribers,4
finally,4
zelah,4
praised,4
reaction,4
accidentally,4
outed,4
housemate,4
transgender,4
south,4
london,4
show,4
launch,4
lets,4
prime,4
add,4
delivery,4
minute,4
behind,4
again,4
sean,4
payton,4
tory,4
party,4
chinese,4
deployment,4
comes,4
chicago,4
response,4
why,4
bills,4
front,4
buffalo,4
ravens,4
top,4
ideas,4
grid,4
treehouses,4
campers,4
tiny,4
homes,4
becoming,4
meaningful,4
power,4
some,4
including,4
short,4
central,4
bank,4
large,4
scale,4
audit,4
crypto,4
holdings,4
shows,4
another,4
tells,4
cory,4
dana,4
greatest,4
card,4
ever,4
assembled,4
ufc,4
event,4
against,4
civil,4
rise,4
hopes,4
pete,4
hegseth,4
diversity,4
navy,4
anniversary,4
virginia,4
impasse,4
class,4
alabama,4
coming,4
win,4
spokesperson,4
gave,4
nbc,4
congressional,4
did,4
give,4
care,4
immigrants,4
other,4
claim,4
forced,4
want,4
beating,4
battle,4
dominance,4
record,4
august,4
billion,4
conference,4
cash,4
defies,4
sends,4
way,4
anna,4
young,4
york,4
stefon,4
number,4
indigenous,4
weavers,4
empowerment,4
exploitation,4
makers,4
colombia,4
popular,4
mochila,4
bags,4
earn,4
money,4
underpaid,4
emari,4
demercado,4
fumble,4
cost,4
cardinals,4
touchdown,4
before,4
instead,4
security,4
franklin,4
jobs,4
hiring,4
cycle,4
grow,4
push,4
fear,4
inside,4
administration,4
scared,4
analyzed,4
west,4
leading,4
gold,4
largest,4
russia,4
ukraine,4
events,4
leaders,4
vampire,4
masquerade,4
bloodlines,4
deep,4
dive,4
clans,4
video,4
game,4
fictional,4
journalists,4
missed,4
claims,4
become,4
violent,4
hits,4
meta,4
hard,4
quest,4
bundle,4
suddenly,4
cheaper,4
sapporo,4
five,4
share,4
raise,4
further,4
surging,4
wind,4
seven,4
ottawa,4
ticketed,4
belleville,4
players,4
rapists,4
dominant,4
moment,4
metoo,4
movement,4
enthusiasm,4
appears,4
wilting,4
school,4
ohio,4
words,4
recorder,4
budget,4
taylor,4
swift,4
musical,4
honda,4
super,4
cub,4
motorcycle,4
nurse,4
leg,4
amputated,4
rare,4
tumour,4
found,4
testing,4
helps,4
solve,4
decades,4
missing,4
woman,4
kgthanks,4
enforcement,4
solved,4
authorities,4
unidentified,4
human,4
discovered,4
ago,4
belong,4
velma,4
louise,4
silva,4
born,4
missi,4
grammy,4
salute,4
john,4
dream,4
chaser,4
spacecraft,4
space,4
innovation,4
each,4
rugby,4
red,4
roses,4
sky,4
evs,4
cuts,4
stride,4
hunger,4
hospital,4
where,4
urges,2
negotiators,2
fast,2
cairo,2
marks,2
since,2
hamas,2
terrorist,2
attack,2
sparked,2
our,2
chapter,2
norman,2
reedus,2
melissa,2
mcbride,2
carol,2
starring,2
dropping,2
screens,2
currently,2
streaming,2
hurt,2
played,2
nations,2
