entity,count
trump,52
news,44
over,28
million,26
after,26
india,26
shutdown,22
how,20
china,20
game,20
government,20
who,20
football,18
his,18
report,18
group,18
alabama,18
win,18
president,18
more,16
week,16
market,16
during,16
their,16
east,16
cvs,16
pay,14
now,14
health,14
while,14
rare,14
global,14
texas,14
behind,14
down,14
saturday,14
there,14
war,14
south,14
carolina,14
recent,14
first,14
next,14
man,12
amid,12
kenya,12
tech,12
post,12
hit,12
november,12
set,12
here,12
against,12
bank,12
troops,12
state,12
ice,10
getting,10
not,10
america,10
corporation,10
night,10
top,10
virginia,10
sec,10
cut,10
rate,10
canada,10
according,10
why,10
wing,10
neal,10
climate,10
caught,8
outside,8
white,8
most,8
data,8
study,8
students,8
real,8
world,8
hill,8
season,8
law,8
last,8
peace,8
dollar,8
billionaire,8
york,8
times,8
highway,8
fleeing,8
manning,8
mississippi,8
former,8
october,8
following,8
investor,8
can,8
five,8
states,8
high,8
despite,8
second,8
launch,8
out,8
tariff,8
tariffs,8
timor,8
formally,8
asean,8
expansion,8
per,8
joe,8
pro,8
anwar,8
full,8
off,8
sumitomo,8
mitsui,8
trust,8
inc,8
shares,8
exchange,8
sunday,8
change,8
view,8
rogan,8
than,8
house,8
mamdani,8
jasmine,8
anti,6
federal,6
officers,6
like,6
keep,6
american,6
once,6
knee,6
people,6
jobs,6
powers,6
mrima,6
rich,6
division,6
suspicion,6
some,6
see,6
economic,6
companies,6
race,6
time,6
shut,6
official,6
our,6
life,6
live,6
host,6
ukraine,6
quarterback,6
led,6
selling,6
banks,6
gave,6
longhorns,6
comeback,6
cia,6
pakistan,6
stablecoin,6
what,6
putin,6
rock,6
debt,6
holidays,6
closed,6
earths,6
united,6
eye,6
donald,6
again,6
reserve,6
expected,6
wednesday,6
economy,6
due,6
meeting,6
stands,6
early,6
reagan,6
admitted,6
since,6
ones,6
which,6
act,6
outage,6
amazon,6
shaquille,6
custom,6
late,6
winning,6
touchdowns,6
another,6
defense,6
called,6
existing,6
must,6
story,6
weekend,6
end,6
quarter,6
foreign,6
series,6
star,6
crypto,6
make,6
forecast,6
stupid,6
fox,6
joey,6
jones,6
dems,6
anger,6
hurricane,6
national,6
travels,6
asia,6
defends,6
strong,6
gino,6
arrests,4
made,4
portland,4
shows,4
police,4
area,4
airport,4
employees,4
asking,4
workforce,4
essential,4
running,4
stability,4
four,4
care,4
nation,4
ascentiz,4
modular,4
exoskeleton,4
swappable,4
hip,4
support,4
replacing,4
harvard,4
reveals,4
professionals,4
using,4
use,4
learning,4
earth,4
including,4
among,4
fear,4
potential,4
williams,4
ending,4
injury,4
plans,4
stretch,4
ever,4
spending,4
money,4
beat,4
bad,4
even,4
nothing,4
family,4
ebony,4
centre,4
death,4
month,4
under,4
best,4
path,4
investment,4
decisions,4
lic,4
billion,4
business,4
washington,4
taken,4
pizzeria,4
cease,4
desist,4
iconic,4
max,4
just,4
tonight,4
grim,4
bargain,4
ebt,4
ebtpocalypse,4
minutes,4
russia,4
list,4
key,4
events,4
simpson,4
back,4
francis,4
ford,4
coppola,4
watch,4
recoup,4
megalopolis,4
losses,4
growth,4
private,4
credit,4
attention,4
risks,4
traditional,4
mysterious,4
backer,4
donation,4
timothy,4
mellon,4
donor,4
ally,4
honduran,4
struck,4
killed,4
crash,4
officials,4
injured,4
rally,4
arch,4
pak,4
interview,4
rise,4
flash,4
cryptocurrency,4
still,4
chain,4
analysis,4
oil,4
russian,4
itself,4
between,4
power,4
funds,4
your,4
used,4
look,4
region,4
comes,4
gripped,4
villages,4
near,4
coast,4
forest,4
fed,4
likely,4
murkiness,4
announce,4
lack,4
clarity,4
central,4
mayor,4
balen,4
anarchism,4
above,4
kathmandu,4
work,4
music,4
adventure,4
unbeatable,4
confirmed,4
seen,4
yet,4
title,4
illegal,4
extra,4
ontario,4
hikes,4
canadian,4
trade,4
ahead,4
association,4
southeast,4
asian,4
nations,4
kremlin,4
renovations,4
home,4
projects,4
estate,4
radxa,4
dragon,4
featuring,4
qualcomm,4
qcs,4
board,4
performance,4
tore,4
adam,4
gopnik,4
yorker,4
cashback,4
order,4
cloud,4
massive,4
loses,4
auto,4
spike,4
cargo,4
migrants,4
showed,4
concerned,4
little,4
byu,4
well,4
iowa,4
threw,4
brink,4
attack,4
undefeated,4
nike,4
air,4
sneaker,4
part,4
permalink,4
announced,4
ronald,4
kalen,4
deboer,4
resiliency,4
sahil,4
bloom,4
stanford,4
success,4
myanmar,4
kuala,4
lumpur,4
datuk,4
seri,4
ibrahim,4
read,4
auburn,4
matthew,4
caldwell,4
school,4
jon,4
bon,4
jovi,4
children,4
senior,4
cta,4
riders,4
many,4
say,4
oklahoma,4
cowboys,4
sells,4
nyse,4
free,4
filing,4
securities,4
commission,4
currency,4
rates,4
company,4
latest,4
crisis,4
future,4
prime,4
minister,4
country,4
ghost,4
hunters,4
steve,4
gonsalves,4
scariest,4
experience,4
goes,4
classical,4
academy,4
mountain,4
episode,4
cbs,4
jalen,4
milroe,4
tron,4
losing,4
rushing,4
ripple,4
trillion,4
repo,4
strategic,4
