entity,count
news,44
trump,42
tech,28
thursday,26
after,24
market,22
here,20
all,20
more,18
who,18
old,18
first,18
alaska,18
com,16
president,16
story,16
real,16
outage,16
plan,14
post,14
face,14
deal,14
october,14
police,14
data,14
flights,14
administration,12
next,12
today,12
not,12
his,12
house,12
made,12
what,12
these,12
money,12
see,12
stop,12
latest,12
intelligence,12
time,12
against,12
become,12
cancer,12
down,12
our,10
which,10
russia,10
ukraine,10
war,10
high,10
accused,10
department,10
use,10
london,10
chief,10
former,10
india,10
congress,10
federal,10
rest,10
financial,10
known,10
streaming,10
investors,10
professional,10
traders,10
airlines,10
ground,10
series,10
amid,10
warner,8
bros,8
sale,8
york,8
paramount,8
order,8
school,8
sports,8
man,8
read,8
times,8
justice,8
visit,8
like,8
million,8
back,8
white,8
access,8
nba,8
games,8
oil,8
supply,8
drug,8
also,8
price,8
thefly,8
provides,8
breaks,8
leader,8
fly,8
feed,8
keeps,8
individual,8
managers,8
active,8
corpor,8
live,8
storm,8
warn,8
second,8
their,8
philips,8
lattego,8
found,8
stock,8
share,8
asian,8
analyst,8
coca,8
cola,8
billion,8
bovino,8
now,8
gambling,8
giants,8
vitello,8
strikes,8
season,8
japan,8
century,8
fujikura,8
nikkei,8
standout,8
over,6
wants,6
skydance,6
discovery,6
likely,6
regulators,6
talamasca,6
chapter,6
company,6
calls,6
key,6
events,6
football,6
brian,6
walshe,6
health,6
whdh,6
any,6
appeared,6
kim,6
party,6
showed,6
end,6
future,6
most,6
chris,6
people,6
republican,6
mccarron,6
alabama,6
lead,6
announced,6
startup,6
friday,6
things,6
wing,6
way,6
girl,6
founder,6
violating,6
donald,6
just,6
investing,6
stocks,6
precious,6
metals,6
operations,6
full,6
nationwide,6
due,6
look,6
disney,6
need,6
abu,6
dhabi,6
can,6
some,6
california,6
set,6
near,6
reports,6
breast,6
air,6
images,6
great,6
without,6
prices,6
out,6
breakout,6
hospital,6
between,6
week,6
despite,6
gold,6
puts,6
charge,6
stake,6
struck,6
injuries,6
border,6
patrol,6
gregory,6
throwing,6
cbs,6
stabbing,6
terry,6
rozier,6
chauncey,6
billups,6
dozens,6
arrested,6
allegedly,6
experts,6
openai,6
chatgpt,6
tony,6
going,6
surge,6
alleged,6
ark,6
invest,6
inc,6
nasdaq,6
quality,6
anthropic,6
google,6
films,6
brands,6
jack,6
smith,6
allow,6
testify,6
publicly,6
yololiv,6
webcam,6
along,6
fuel,6
porter,6
earnings,6
bitcoin,6
open,4
economic,4
acquiring,4
companies,4
china,4
meeting,4
buy,4
secret,4
preview,4
meet,4
jasper,4
vampire,4
denton,4
insights,4
faces,4
bankruptcy,4
part,4
reportedly,4
multiple,4
updated,4
schedule,4
records,4
judge,4
grants,4
extension,4
mental,4
boston,4
once,4
https,4
asserts,4
authority,4
migrants,4
overseas,4
bases,4
carol,4
rosenberg,4
claim,4
wga,4
combining,4
disaster,4
press,4
block,4
such,4
hannah,4
miller,4
bloomberg,4
america,4
represents,4
indian,4
tourists,4
chose,4
eastern,4
nepal,4
kardashian,4
mask,4
braided,4
dress,4
ride,4
returns,4
bull,4
build,4
cincinnati,4
looking,4
july,4
festival,4
small,4
early,4
process,4
power,4
make,4
pritzker,4
candidate,4
deaths,4
running,4
lieutenant,4
governor,4
national,4
awards,4
enterprise,4
morning,4
fraser,4
manifesto,4
prime,4
minister,4
replace,4
liberal,4
left,4
crikey,4
suicide,4
warning,4
linked,4
according,4
fbi,4
across,4
involved,4
binance,4
changpeng,4
zhao,4
crypto,4
laws,4
puerto,4
rico,4
lottery,4
pega,4
check,4
your,4
sanctions,4
while,4
indicates,4
won,4
seek,4
congressional,4
approval,4
targeting,4
traffickers,4
dareh,4
gregorian,4
nbc,4
guided,4
missile,4
warheads,4
explosive,4
economics,4
current,4
column,4
jwr,4
target,4
why,4
still,4
britain,4
strong,4
measures,4
zelenskiy,4
heads,4
reuters,4
called,4
ahead,4
peace,4
inside,4
community,4
don,4
tropical,4
melissa,4
jamaica,4
caribbean,4
hurricane,4
fundraising,4
off,4
since,4
own,4
baby,4
shower,4
doctors,4
using,4
women,4
only,4
grounding,4
because,4
grounded,4
major,4
faa,4
used,4
weeks,4
produced,4
excellent,4
coffee,4
milk,4
foaming,4
improvement,4
espresso,4
machine,4
option,4
smaller,4
households,4
quirks,4
updates,4
shipping,4
corporation,4
per,4
fresh,4
shot,4
minneapolis,4
church,4
released,4
following,4
chinese,4
trade,4
tensions,4
gets,4
bearish,4
downgrades,4
shares,4
canada,4
stellantis,4
import,4
tariff,4
free,4
sharply,4
general,4
country,4
triple,4
flag,4
rally,4
consensus,4
louvre,4
trail,4
dna,4
than,4
director,4
rare,4
malaysia,4
test,4
effort,4
line,4
world,4
african,4
bottling,4
significant,4
dollars,4
thi,4
know,4
cane,4
train,4
life,4
threatening,4
leg,4
south,4
restraining,4
tear,4
gas,4
little,4
agents,4
including,4
death,4
among,4
probe,4
tied,4
tables,4
rigged,4
poker,4
feds,4
reveal,4
texas,4
matchup,4
lsu,4
cybersecurity,4
