word,count
report,261
free,149
have,148
inc,147
shar,124
kirk,112
charlie,109
nyse,94
get,93
stock,84
asset,79
price,76
nasdaq,72
open,71
return,70
company,69
management,68
window,64
href,64
blank',64
false,64
target,64
analyst,64
research,59
rat,57
advisor,57
quart,56
holding,56
group,52
accord,49
