word,count
report,235
free,176
shar,158
have,147
inc,128
llc,126
nyse,119
company,108
advisor,106
newedge,100
quart,99
get,91
stock,81
nasdaq,81
holding,79
accord,78
recent,70
kirk,69
open,68
charlie,68
dur,65
return,61
position,59
thursday,57
false,53
management,53
window,51
href,50
blank',50
etf,50
