proper_noun,count
NYSE,214
NASDAQ,188
The,134
LLC,133
Free Report,112
Inc,97
Get Free Report,77
LON,76
GBX,74
US,73
CVE,64
Trump,63
NorthCrest Asset Manangement,45
Manangement LLC,45
PRTC,44
Why,36
How,33
Saturday,31
Shares,31
We,27
SRI,24
ETF,24
Earnings,23
Securities,23
September,22
Friday,22
Sunday,21
Week,20
Charlie Kirk,20
TikTok US,20
