publisher,count
ETF Daily News,215
Yahoo Entertainment,24
Slashdot.org,15
Sporting News,15
Freerepublic.com,14
The Times of India,14
Memeorandum.com,8
USA Today,8
BBC News,8
Breitbart News,7
Sputnikglobe.com,7
7NEWS.com.au,5
Boredpanda.com,5
Biztoc.com,5
The Football Faithful,5
Bleeding Cool News,4
CBS News,4
The-independent.com,4
NBC News,3
The Hockey News,3
Motorsport.com,3
NBCSports.com,3
Newsonjapan.com,2
Knoxville News Sentinel,2
Mypeoplesreview.com,2
Fox News,2
Newsweek,2
Israelnationalnews.com,2
The Denver Post,2
Antaranews.com,2
Hacker News,2
fox8.com,1
Sportsnaut,1
NewsChannel5.com,1
Zak Chiger,1
The Jerusalem Post,1
Meidasplus.com,1
Newsbreak.com,1
ClutchPoints,1
fox6now.com,1
The Verge,1
Livemint,1
What's on Netflix,1
TVLine,1
CNA,1
Page Six,1
Honolulu Star-Advertiser,1
Financial Post,1
Business Insider,1
PC Gamer,1
Us Weekly,1
National Catholic Register,1
Economictimes.com,1
Livedoor.jp,1
"WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale",1
Mediaite,1
Activistpost.com,1
The Indian Express,1
WDSU New Orleans,1
KCRA Sacramento,1
WMTW Portland,1
WVTM13,1
WLWT Cincinnati,1
WFTV Orlando,1
Dawg Sports,1
The Irish Times,1
BusinessLine,1
KCCI Des Moines,1
WBAL TV Baltimore,1
WCVB Boston,1
WYFF4 Greenville,1
KOCO Oklahoma City,1
Haaretz,1
ABC News (AU),1
Nep123.com,1
Associated Press,1
DW (English),1
New Zealand Herald,1
Elko Daily Free Press,1
Antiwar.com,1
newsBTC,1
Thegatewaypundit.com,1
Barca Blaugranes,1
RTE,1
Medical News Today,1
Techmeme.com,1
Hot Dinners,1
Chelsea.news,1
Louder,1
Esteemedkompany.com,1
Blogspot.com,1
ESPN,1
Kashmirnewsbureau.com,1
ABC News,1
Strettynews.com,1
Al Jazeera English,1
Anfieldwatch.co.uk,1
autosport.com,1
Sky.com,1
mindbodygreen.com,1
Breaking NEWS in KENYA for Today Right Now & Kenyan News | TUKO,1
GoErie.com,1
Cape Cod Times,1
GamesRadar+,1
New York Post,1
LubbockOnline.com,1
New York Magazine,1
Geeky Gadgets,1
CNET,1
Investopedia,1
Just Arsenal News,1
Pats Pulpit,1
Niners Nation,1
Worldsoccertalk.com,1
CoinDesk,1
Pinstripe Alley,1
Creative Bloq,1
