word,count
report,253
inc,230
shar,172
free,165
have,142
get,98
quart,95
group,90
nyse,90
jimmy,81
nasdaq,80
cut,76
dur,75
holding,73
trad,66
company,63
accord,62
kimmel,61
stock,61
abc,60
open,57
rat,55
return,53
recent,53
wednesday,52
com,50
inter,50
position,50
goldman,50
sach,50
