word,count
inc,795
report,766
shar,645
free,616
quart,442
nyse,393
accord,370
recent,358
llc,314
holding,313
nasdaq,312
have,279
trust,266
company,244
position,236
fil,233
corp,233
global,230
northern,213
algert,208
group,186
dur,185
investment,184
stake,173
financial,161
stock,156
security,151
get,140
jam,140
raymond,130
