word,count
report,654
shar,506
free,486
group,424
inc,370
quart,284
nasdaq,280
nyse,279
holding,250
management,228
have,214
company,209
llp,209
wellington,209
open,208
stock,203
trump,197
get,183
earning,183
analyst,182
position,175
return,174
llc,174
window,163
accord,163
href,162
blank',162
false,162
com,160
recent,157
